UTC adjusted datetime Column,GPS_Latitude,GPS_Longitude,Predicted Mud Condition
17/01/2025 5:57,-12.94616,141.639328,3.9353137639706013
17/01/2025 5:56,-12.946114,141.639771,-0.608928356203378
17/01/2025 5:54,-12.946085,141.640274,0.9151415106092369
17/01/2025 5:52,-12.946055,141.640717,1.4578492226780095
17/01/2025 5:51,-12.9461,141.640213,0.12597291016576273
17/01/2025 5:49,-12.946128,141.639679,1.809988767740201
17/01/2025 5:47,-12.946132,141.639633,3.0991749790910594
17/01/2025 5:46,-12.946165,141.639099,0.5313893774050822
17/01/2025 5:44,-12.946218,141.638535,-0.21615235031951618
17/01/2025 5:42,-12.946239,141.638199,0.21130006362664622
17/01/2025 5:41,-12.946297,141.637558,-0.029532184001605843
17/01/2025 5:39,-12.94639,141.637009,0.10370450760017769
17/01/2025 5:37,-12.946339,141.637497,0.32936387440770076
17/01/2025 5:36,-12.94653,141.636734,0.5657239302762962
17/01/2025 5:34,-12.946477,141.637253,-0.8967380858117697
17/01/2025 5:32,-12.94643,141.637772,0.10519859142182764
17/01/2025 5:31,-12.946397,141.638123,-0.5283019046494783
17/01/2025 5:29,-12.946335,141.638702,-0.46119897015264666
17/01/2025 5:26,-12.94629,141.639404,0.246911662477308
17/01/2025 5:24,-12.946243,141.640015,0.3226360143020419
17/01/2025 5:12,-12.947277,141.636093,-1.3848651370747351
17/01/2025 5:10,-12.947739,141.635956,-1.3496942991629348
17/01/2025 5:08,-12.948143,141.635757,-1.3445782916089222
17/01/2025 4:55,-12.94991,141.632706,1.596382858905513
16/01/2025 14:18,-12.949717,141.635162,-0.9175183053190903
16/01/2025 14:16,-12.949362,141.635864,-1.5399954381869563
16/01/2025 14:14,-12.948793,141.636276,-1.4557124959372274
16/01/2025 14:13,-12.948033,141.636475,-0.19051104442407274
16/01/2025 14:12,-12.947475,141.636337,0.15702906647197112
16/01/2025 14:11,-12.947225,141.636261,0.3845935943820542
16/01/2025 14:11,-12.947055,141.636185,0.3805944763529949
16/01/2025 14:10,-12.94688,141.636383,0.40059503664326446
